,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,categorical_feature_1
0,1,8.594222130284189,0.4788682473915221,-3.3950083552526333,0.09260100578447968,2.7861137761747377,0.18697439142894226,0.7552312996969852,0.11078251844065262,2.7861137761747377,1.426519521354562,-0.19599040210294508,3.6987894199578712,2.4914710458450555,1.333311466621828,-2.3321376234172746,-0.32012744878806165,-1.2676576094356342,2.425251965110309,6.485192719025465,0.9797549432022022,-0.31971627093051647,1.8188695378924384,3.630596655857943,-0.14501196144389317,4.108222958823702,-3.4035757078713678,1.5938600245880088,0.39599996044111063,-1.2078411885662794,0.6384565778776844,3.879774661190193,-0.07495599416261206,-1.6673489996591804,0.060554159853547423,1.3491253153783742,B
1,2,4.985037750540867,0.31650832470610946,0.42742914334774096,1.2889540091416418,0.5115563932458566,-2.6764377025942623,0.017253622529002546,0.8759731256605133,0.5115563932458566,0.3906264865692237,-1.6186336471834704,-0.7890208913515797,0.7712644872931056,0.16570179846905375,0.34967296978107687,-0.9978242547479027,-3.5069613729110527,0.9694178992272487,-1.459228174638385,-2.1516538297502565,3.638903113801098,-1.358833802616898,-1.9545625463499543,0.3456070138944908,0.6844305673289797,2.2581770728302017,1.7535401179725643,0.36527109062221064,1.8644906412554758,-0.31995398106439255,-2.063961556514933,0.9493768654317304,3.435538403532951,-0.07005380800351932,-0.7385915335386114,C
2,2,2.698326601090939,0.15840531281850656,-2.0058046776753526,0.5655218642500174,-1.709010363887359,2.045395675417979,-0.628334392932597,0.840526286451467,-1.709010363887359,0.05807765689310244,2.0779080325363073,6.992691180006866,-3.019982783556883,1.1604887673432511,-0.08899242696850371,0.5538662063610165,-3.1633524059287965,-2.0929111271058334,-1.050502910797912,1.4002411462231328,1.3537221936747903,-1.634667904401415,1.4365039430655417,-1.3702217411241568,0.2222585061946806,4.251080730473433,-5.413969382429168,0.36617777500805204,-0.05096611525958958,0.43803378502282064,0.610370933323628,-1.312848506500595,3.25333940142216,0.14218347540912393,0.2903698793231391,C
3,1,2.6151127487191697,-0.30264219231304035,-0.7162230659817331,-1.0586943239831845,4.181719310112158,-6.301763766804761,-1.2093806489248202,1.0740692041953859,4.181719310112158,-0.0029316235656788175,-0.3107785174256823,-0.6877653285764066,-3.5982689955822607,1.9153189144454619,3.3484132421287995,1.379319116275142,-1.6303859499176956,-4.605530748205488,-0.9412712105444562,-1.6824443161833242,-4.251543455628215,1.9167502661341445,1.8998474774146052,0.023236019745699596,5.993537606128575,0.9161978797795899,-1.1174121918674085,0.839434154173909,-1.872788605329652,3.0574150643802116,0.9543860152912552,0.9266217273495962,0.19339255908792966,-1.1948570552451416,0.12779211536549642,B
4,1,-2.928370867892187,0.5903201593247253,1.8753216012862448,1.7805494584258146,-4.768366649717961,-1.5542519032854787,-0.6571378207739962,-0.2818699363702648,-4.768366649717961,-0.2858338980594849,-0.06077338043189173,-5.821500304209399,-5.395011810274341,0.6094785018862237,0.9560643472182929,0.22155199568227457,-1.2459320232677826,0.33276089229588923,0.7927361723176389,3.1412720096945237,4.846309887623061,1.737460207040537,4.313499311182583,-1.7468525519062899,-4.41430082562373,-0.40064927740702216,-5.828276270279968,1.189630295818422,0.906203179548318,0.32102492144608064,-1.6862559599374622,0.04796608266330278,2.1181825907282765,3.466670288891358,-0.12134882289253363,C
5,1,1.7865969219793079,-1.026077663785514,-0.5706042205577816,-0.6854829018403746,8.212468302295969,-1.2799083871345172,1.5929748252519376,0.7719815864630291,8.212468302295969,-0.6207740245784188,-0.7697001700459418,-0.060860530764659554,-0.7999850951647384,-1.4243877428552105,2.587949955576348,1.1085483438328434,-2.7732754368607053,1.3432952065325288,-4.154433404175698,-1.9145337991502722,-1.3102491039520512,2.001195522852475,2.6416998473739572,0.014931850787399559,4.05606686546806,0.3894699744322917,-4.764771924121883,1.057718530365736,1.9686945108042968,-1.3458320371101016,-3.1032570856839587,0.6536380886847236,-4.840391228749089,0.12406707894181049,0.28737396463814424,B
6,2,-0.8849191472849517,-0.24096096775187545,1.3404546970023197,0.3718270909755421,-2.318874333714662,-2.5673962768023046,-0.17543893859565177,0.05045267738532861,-2.318874333714662,-0.10336140914113726,-1.4170936183498852,-2.5817401397159068,6.066677357089766,1.145159752324549,-4.298095698449019,1.7295639962858447,-4.376861634625323,0.20305917216584127,3.8601897543254187,-0.6849092943824017,0.31267113259611157,-0.5591171693261942,-3.1586019572017876,-1.2193538052669415,0.6724716568422905,3.306624228283732,7.174484945621542,-1.3053892956170787,-0.3751034311024567,-0.35683200461944997,-3.1820937077196763,0.4668299133664543,3.992927508305846,-3.9578733705582887,-0.48234730288341265,A
7,1,-4.038469081090752,0.5078211677957174,0.8673632358594597,0.5671697680472473,-1.9409052608168897,-2.7560697893104487,0.22638004112706142,0.5492743041790166,-1.9409052608168897,0.4189856851997861,-1.0147047128465845,0.5919194837584112,1.2013753980094353,0.5828775191955224,0.8226002339060406,1.6716353493511662,-1.5426055793830804,-1.3725621393524667,-2.267345646267272,-4.968151626191628,-5.809642724033023,-0.5434953800679702,1.4897832392109984,-0.28656605159605386,-0.4250385855209332,-3.715286901244865,-5.600313852225487,-0.8170616526742427,-1.3175839591408747,0.7505069298024712,-0.7832510239370944,-0.7258057295824455,-3.882079916508289,0.08732304748053324,0.8830184598796572,B
8,1,-4.131283672408733,0.548220226587759,-1.302100937786652,-1.9124662746990686,-0.14610381751542686,1.062323885386445,-1.028798269244265,-0.35559830256296165,-0.14610381751542686,-2.5047616436066718,1.6842972605431692,-1.0595746930646395,2.3589474801779233,0.8120057616685578,-1.2702631157373436,1.0106296586455834,3.2235255848062594,0.7899952043041484,1.4415697546184645,-1.8327980993663195,-4.304083142866459,-1.6224616988853011,-3.003038608497017,0.23453130784706722,0.5846841698252566,-2.3013443799126203,1.2375874573188568,0.40232823062805034,-0.8345567493475584,-1.132164563141364,-0.3055935463410726,1.7339968438053313,4.146525041975369,-2.068165203673653,0.36125233758344266,B
9,3,0.5055546657017975,0.6581437270145988,-2.2758762105825783,-1.11781560985142,3.8390167697778956,-3.9162993836485316,-1.0827373305863945,1.2681947136167178,3.8390167697778956,0.43801204504118574,0.5751854008927649,3.557799367165345,0.7146747743558682,-0.8353518254232246,1.642318142242787,-1.3032632424591921,-0.9058797695048676,2.2897189951560164,-2.7798225235859557,0.517871341189942,2.09343336239852,0.3362318266759601,-2.589353401938067,1.3692434482236169,-1.2959452871617603,2.9710206278277944,0.6804482511451344,-0.6851517547068345,2.3347760596496543,-0.37043930360517674,-1.2913909060490434,1.3918937807105012,1.2371157082302984,4.020852046109038,0.5940093806134794,B
